"Year","State","Percent of bachelor's degree or higher","Percentage of cig user","Percentage of E-cig user","E-cig existence","E-cig ratio"
2018,"Rhode Island",33.3,15.1,5.47142857142857,TRUE,0.265972222222222
2018,"South Carolina",27.4,18.7272727272727,NA,FALSE,NA
2018,"South Dakota",28.5,21.995,5.23,TRUE,0.192102846648301
2018,"Tennessee",26.6,21.25,5.37,TRUE,0.201728024042074
2018,"Texas",29.3,15.6318181818182,5.24090909090909,TRUE,0.251088850174216
2018,"Utah",33.3,11.1,6.64545454545455,TRUE,0.374487704918033
2018,"Vermont",37.3,17.49,NA,FALSE,NA
2018,"Virginia",38.2,15.9272727272727,4.93636363636364,TRUE,0.236601307189543
2018,"Washington",35.3,13.9590909090909,NA,FALSE,NA
2018,"West Virginia",20.3,27.0578947368421,NA,FALSE,NA
2018,"Wisconsin",29.5,18.452380952381,4.78571428571429,TRUE,0.20594262295082
2018,"Wyoming",26.9,22.555,7.025,TRUE,0.237491548343475
2019,"Alabama",25.5,22.0190476190476,NA,FALSE,NA
2019,"Alaska",29.6,20.1714285714286,NA,FALSE,NA
2019,"Arizona",29.5,15.6909090909091,NA,FALSE,NA
2019,"Arkansas",23,20.9190476190476,NA,FALSE,NA
2019,"California",33.9,11.1227272727273,NA,FALSE,NA
2019,"Colorado",40.9,14.6636363636364,NA,FALSE,NA
2019,"Connecticut",39.3,12.8238095238095,NA,FALSE,NA
2019,"Delaware",32,16.4666666666667,NA,FALSE,NA
2019,"District of Columbia",58.5,14.6761904761905,NA,FALSE,NA
2019,"Florida",29.9,15.5818181818182,NA,FALSE,NA
2019,"Georgia",31.3,17.3545454545455,NA,FALSE,NA
2019,"Hawaii",33,12.7666666666667,NA,FALSE,NA
2019,"Idaho",27.6,17.835,NA,FALSE,NA
2019,"Illinois",34.7,14.9952380952381,NA,FALSE,NA
2019,"Indiana",26.5,20.7272727272727,NA,FALSE,NA
2019,"Iowa",28.6,16.9904761904762,NA,FALSE,NA
2019,"Kansas",33.4,19.0727272727273,NA,FALSE,NA
2019,"Kentucky",24.2,26.2,NA,FALSE,NA
2019,"Louisiana",24.1,23.6238095238095,NA,FALSE,NA
2019,"Maine",31.8,21.0190476190476,NA,FALSE,NA
2019,"Maryland",40.2,14.25,NA,FALSE,NA
2019,"Massachusetts",43.7,12.8857142857143,NA,FALSE,NA
2019,"Michigan",29.1,21.3681818181818,NA,FALSE,NA
2019,"Minnesota",36.1,17.4681818181818,NA,FALSE,NA
2019,"Mississippi",22,21.0894736842105,NA,FALSE,NA
2019,"Missouri",29.2,21.8454545454545,NA,FALSE,NA
2019,"Montana",32,20.135,NA,FALSE,NA
2019,"Nebraska",31.9,15.8681818181818,NA,FALSE,NA
2019,"Nevada",24.7,15.4238095238095,NA,FALSE,NA
2019,"New Hampshire",37,19.395,NA,FALSE,NA
2019,"New Jersey",39.7,NA,NA,FALSE,NA
2019,"New Mexico",27.3,16.7285714285714,NA,FALSE,NA
2019,"New York",36.6,13.6363636363636,NA,FALSE,NA
2019,"North Carolina",31.3,18.7272727272727,NA,FALSE,NA
2019,"North Dakota",30,19.285,NA,FALSE,NA
2019,"Ohio",28.3,22.7727272727273,NA,FALSE,NA
2019,"Oklahoma",25.5,19.8818181818182,NA,FALSE,NA
2019,"Oregon",33.7,15.3090909090909,NA,FALSE,NA
2019,"Pennsylvania",31.4,18.1714285714286,NA,FALSE,NA
2019,"Puerto Rico",25.9,9.57777777777778,NA,FALSE,NA
2019,"Rhode Island",34.2,13.7809523809524,NA,FALSE,NA
2019,"South Carolina",28.1,19.5238095238095,NA,FALSE,NA
2019,"South Dakota",28.8,21.2,NA,FALSE,NA
2019,"Tennessee",27.3,21.6666666666667,NA,FALSE,NA
2019,"Texas",29.9,15.5,NA,FALSE,NA
2019,"Utah",34,9.53636363636364,NA,FALSE,NA
2019,"Vermont",38,17.0526315789474,NA,FALSE,NA
2019,"Virginia",38.8,15.0318181818182,NA,FALSE,NA
2019,"Washington",36,14.5045454545455,NA,FALSE,NA
2019,"West Virginia",20.6,25.3368421052632,NA,FALSE,NA
2019,"Wisconsin",30.1,18.0952380952381,NA,FALSE,NA
2019,"Wyoming",27.4,21.87,NA,FALSE,NA
